Dispatch_id,Ticket_type,Order_type,Priority,Required_skill,Status,City,County,State,Customer_latitude,Customer_longitude,Appointment_start_time,Appointment_end_time,Duration_min,Assigned_technician_id,Distance_km,Actual_duration_min,Productive_dispatch,First_time_fix,Fault_code,Remedy_code,Cause_code,Service_tier,Equipment_installed,Technician_notes
199900029,Trouble,,High,Service restoration,Completed,Los Angeles,LOS ANGELES,CA,33.731564,-118.20549,2025-10-04 09:15:00,2025-10-04 10:45:00,90,T900133,2492.99,108,1,1,3,11,10,Standard,,Equipment replaced
199900030,Trouble,,Low,Bandwidth upgrade,Cancelled,San Diego,SAN DIEGO,CA,32.816773,-117.439786,2025-08-12 16:45:00,2025-08-12 17:45:00,60,T900125,2300.98,69,1,1,10,12,11,Standard,,Customer satisfied
199900031,Trouble,,Normal,Cable maintenance,Cancelled,Los Angeles,LOS ANGELES,CA,33.833524,-118.022444,2025-08-09 08:45:00,2025-08-09 09:45:00,60,T900098,2645.91,74,1,0,9,17,2,Standard,,Completed successfully
199900032,Order,install,High,GPON equipment setup,Completed,Austin,AUSTIN,TX,30.135899,-97.515651,2025-08-26 08:30:00,2025-08-26 09:00:00,30,T900050,294.77,29,0,0,,,,Business,Router_Model_7,Issue resolved
199900033,Trouble,,High,Network troubleshooting,Completed,New York,NEW YORK,NY,40.454077,-73.950037,2025-09-26 08:00:00,2025-09-26 10:00:00,120,T900058,3559.46,151,1,1,6,13,10,Standard,,Equipment replaced
199900034,Trouble,,Low,Service restoration,Completed,Los Angeles,LOS ANGELES,CA,34.197549,-118.528112,2025-09-23 12:30:00,2025-09-23 14:30:00,120,T900007,5720.65,134,1,1,9,8,9,Standard,,Customer satisfied
199900035,Trouble,,Critical,Connectivity diagnosis,Completed,Austin,AUSTIN,TX,30.195335,-97.5735,2025-09-09 14:30:00,2025-09-09 16:00:00,90,T900101,149.15,111,1,1,3,12,2,Business,,Equipment replaced
199900036,Order,install,Low,GPON equipment setup,Completed,Houston,HOUSTON,TX,29.70628,-95.500063,2025-09-17 08:15:00,2025-09-17 10:15:00,120,T900067,2299.07,122,0,0,,,,Standard,Router_Model_10,Equipment replaced
199900037,Trouble,,High,Copper ONT installation,Cancelled,Los Angeles,LOS ANGELES,CA,34.186993,-118.144391,2025-09-01 10:30:00,2025-09-01 12:30:00,120,T900022,44.5,143,1,1,4,1,13,Standard,,Issue resolved
199900038,Order,upgrade,High,Equipment upgrade,Completed,San Diego,SAN DIEGO,CA,32.924085,-117.151705,2025-08-17 10:30:00,2025-08-17 12:00:00,90,T900067,619.24,114,1,0,,,,Business,Router_Model_9,Completed successfully
199900039,Order,install,High,GPON equipment setup,Completed,San Diego,SAN DIEGO,CA,32.450554,-116.900723,2025-10-01 09:00:00,2025-10-01 09:30:00,30,T900115,43.31,32,1,1,,,,Standard,Router_Model_8,Completed successfully
199900040,Order,install,High,GPON equipment setup,Cancelled,Chicago,CHICAGO,IL,41.609296,-87.969143,2025-10-18 10:15:00,2025-10-18 10:45:00,30,T900009,1650.53,28,1,0,,,,Standard,Router_Model_1,Equipment replaced
199900041,Trouble,,Critical,Connectivity diagnosis,Completed,Los Angeles,LOS ANGELES,CA,34.057852,-118.512974,2025-08-19 12:45:00,2025-08-19 13:45:00,60,T900081,5438.49,73,1,1,1,3,8,Business,,Completed successfully
199900042,Trouble,,Low,GPON equipment setup,Completed,Dallas,DALLAS,TX,32.991182,-96.751081,2025-10-15 12:00:00,2025-10-15 14:00:00,120,T900013,3388.36,148,1,1,9,8,12,Business,,Issue resolved
199900043,Order,upgrade,Critical,Bandwidth upgrade,Completed,Los Angeles,LOS ANGELES,CA,34.071883,-118.387495,2025-10-18 14:00:00,2025-10-18 16:00:00,120,T900033,4274.87,133,1,1,,,,Standard,Router_Model_8,Issue resolved
199900044,Trouble,,Normal,Fiber ONT installation,Cancelled,New York,NEW YORK,NY,40.834433,-73.728468,2025-08-25 08:00:00,2025-08-25 10:00:00,120,T900044,1624.59,122,1,1,5,17,4,Business,,Issue resolved
199900045,Order,upgrade,Low,Equipment upgrade,Cancelled,New York,NEW YORK,NY,40.365093,-74.230331,2025-10-10 08:15:00,2025-10-10 09:45:00,90,T900059,3511.04,77,0,0,,,,Standard,Router_Model_1,Customer satisfied
199900046,Order,install,Normal,Copper ONT installation,Completed,San Diego,SAN DIEGO,CA,32.81994,-116.94594,2025-09-16 11:45:00,2025-09-16 13:45:00,120,T900016,269.51,134,1,1,,,,Standard,Router_Model_4,Completed successfully
199900047,Order,install,Low,GPON equipment setup,Completed,San Antonio,SAN ANTONIO,TX,29.49085,-98.269624,2025-08-27 13:30:00,2025-08-27 14:00:00,30,T900052,363.82,27,0,0,,,,Premium,Router_Model_5,Equipment replaced
199900048,Trouble,,Normal,GPON equipment setup,Cancelled,Los Angeles,LOS ANGELES,CA,34.199848,-118.188062,2025-08-22 10:15:00,2025-08-22 11:15:00,60,T900005,5590.46,73,1,0,6,13,3,Business,,Issue resolved
199900049,Trouble,,High,Copper ONT installation,Cancelled,Los Angeles,LOS ANGELES,CA,33.758705,-118.552237,2025-08-08 11:15:00,2025-08-08 11:45:00,30,T900039,4378.66,38,1,1,1,10,7,Premium,,Issue resolved
199900050,Trouble,,Low,Bandwidth upgrade,Cancelled,Los Angeles,LOS ANGELES,CA,34.409963,-118.426473,2025-09-28 12:15:00,2025-09-28 14:15:00,120,T900109,322.51,96,1,1,3,6,6,Business,,Equipment replaced
199900051,Trouble,,Critical,Service restoration,Completed,Austin,AUSTIN,TX,30.583784,-97.919322,2025-08-28 15:45:00,2025-08-28 16:45:00,60,T900123,394.55,61,0,0,4,17,11,Business,,Issue resolved
199900052,Order,install,Low,GPON equipment setup,Completed,Houston,HOUSTON,TX,29.614239,-95.674037,2025-08-06 13:00:00,2025-08-06 14:30:00,90,T900143,282.1,107,0,0,,,,Business,Router_Model_9,Customer satisfied
199900053,Order,upgrade,Low,Bandwidth upgrade,Cancelled,Chicago,CHICAGO,IL,42.199583,-87.780299,2025-10-14 14:45:00,2025-10-14 16:15:00,90,T900032,100.45,94,0,0,,,,Premium,Router_Model_6,Completed successfully
199900054,Trouble,,Normal,Network troubleshooting,Completed,San Antonio,SAN ANTONIO,TX,29.220845,-98.6783,2025-08-22 16:00:00,2025-08-22 17:00:00,60,T900013,4020.79,57,0,0,6,10,7,Business,,Customer satisfied
199900055,Trouble,,Critical,Line repair,Cancelled,Philadelphia,PHILADELPHIA,PA,39.724632,-75.11855,2025-09-27 09:15:00,2025-09-27 09:45:00,30,T900102,3725.23,25,0,0,6,9,15,Standard,,Customer satisfied
199900056,Trouble,,Low,GPON equipment setup,Cancelled,Philadelphia,PHILADELPHIA,PA,39.93583,-75.216438,2025-10-18 08:00:00,2025-10-18 08:30:00,30,T900096,3727.7,36,0,0,5,14,13,Business,,Issue resolved
199900057,Trouble,,Low,Router installation,Cancelled,Austin,AUSTIN,TX,30.514301,-97.646803,2025-10-16 13:45:00,2025-10-16 15:15:00,90,T900093,251.64,78,1,1,5,5,5,Business,,Completed successfully
199900058,Trouble,,Low,Bandwidth upgrade,Completed,New York,NEW YORK,NY,40.80874,-74.106848,2025-09-11 16:45:00,2025-09-11 17:15:00,30,T900114,5656.54,28,0,0,1,18,13,Business,,Equipment replaced
199900059,Order,install,High,Fiber ONT installation,Cancelled,Chicago,CHICAGO,IL,41.765265,-87.555438,2025-10-01 14:30:00,2025-10-01 15:00:00,30,T900071,3647.07,33,1,0,,,,Business,Router_Model_2,Issue resolved
199900060,Order,upgrade,Critical,Service migration,Completed,Los Angeles,LOS ANGELES,CA,34.343068,-118.103027,2025-10-10 11:45:00,2025-10-10 12:15:00,30,T900026,67.15,27,0,0,,,,Premium,Router_Model_8,Customer satisfied
199900061,Trouble,,Low,Copper ONT installation,Completed,Los Angeles,LOS ANGELES,CA,33.767543,-117.991312,2025-08-06 08:15:00,2025-08-06 10:15:00,120,T900006,5661.5,99,0,0,1,15,15,Premium,,Issue resolved
199900062,Trouble,,High,Cable maintenance,Cancelled,New York,NEW YORK,NY,40.845906,-74.328097,2025-10-06 16:30:00,2025-10-06 17:30:00,60,T900115,5621.49,51,1,1,8,2,8,Standard,,Customer satisfied
199900063,Trouble,,Normal,Fiber ONT installation,Completed,Chicago,CHICAGO,IL,41.746927,-87.640326,2025-10-04 09:00:00,2025-10-04 11:00:00,120,T900102,2559.79,116,1,0,9,1,1,Standard,,Equipment replaced
199900064,Order,upgrade,Normal,Bandwidth upgrade,Cancelled,Philadelphia,PHILADELPHIA,PA,39.618452,-75.158434,2025-08-18 16:15:00,2025-08-18 17:15:00,60,T900046,3357.27,53,0,0,,,,Business,Router_Model_7,Issue resolved
199900065,Trouble,,Critical,Line repair,Completed,Philadelphia,PHILADELPHIA,PA,39.760172,-75.251678,2025-09-13 11:30:00,2025-09-13 12:30:00,60,T900008,232.61,51,1,1,6,16,1,Business,,Equipment replaced
199900066,Order,install,Low,Fiber ONT installation,Cancelled,Dallas,DALLAS,TX,32.500652,-96.937339,2025-08-14 13:30:00,2025-08-14 14:30:00,60,T900148,334.57,50,1,1,,,,Premium,Router_Model_1,Equipment replaced
199900067,Trouble,,Normal,Service restoration,Completed,Philadelphia,PHILADELPHIA,PA,40.21318,-75.012063,2025-08-20 16:30:00,2025-08-20 18:00:00,90,T900107,5496.41,109,0,0,7,4,7,Business,,Customer satisfied
199900068,Trouble,,Normal,Bandwidth upgrade,Cancelled,Houston,HOUSTON,TX,29.806369,-95.545545,2025-10-26 10:30:00,2025-10-26 12:00:00,90,T900144,264.64,105,1,1,1,7,10,Business,,Completed successfully
199900069,Order,install,High,Fiber ONT installation,Completed,San Diego,SAN DIEGO,CA,32.812227,-116.870917,2025-09-13 10:30:00,2025-09-13 12:30:00,120,T900105,92.84,106,0,0,,,,Business,Router_Model_7,Completed successfully
199900070,Order,install,Normal,GPON equipment setup,Cancelled,San Diego,SAN DIEGO,CA,32.681325,-117.157336,2025-10-28 15:00:00,2025-10-28 16:00:00,60,T900114,24.21,50,1,1,,,,Business,Router_Model_5,Equipment replaced
199900071,Trouble,,Critical,Connectivity diagnosis,Cancelled,Dallas,DALLAS,TX,32.829125,-97.100083,2025-10-19 13:00:00,2025-10-19 14:30:00,90,T900014,3426.5,101,1,1,6,17,9,Business,,Completed successfully
199900072,Trouble,,Critical,Network troubleshooting,Completed,New York,NEW YORK,NY,40.688506,-73.707806,2025-09-27 09:30:00,2025-09-27 11:00:00,90,T900043,1652.4,103,0,0,8,11,3,Standard,,Completed successfully
199900073,Order,upgrade,Critical,Service migration,Cancelled,Philadelphia,PHILADELPHIA,PA,40.188339,-75.224317,2025-09-08 09:30:00,2025-09-08 10:00:00,30,T900089,36.09,28,0,0,,,,Business,Router_Model_3,Customer satisfied
199900074,Order,upgrade,Low,Service migration,Cancelled,Philadelphia,PHILADELPHIA,PA,40.264694,-75.174465,2025-10-18 16:15:00,2025-10-18 18:15:00,120,T900122,3230.51,149,1,1,,,,Premium,Router_Model_9,Completed successfully
199900075,Trouble,,Normal,Line repair,Completed,Austin,AUSTIN,TX,30.509445,-97.515849,2025-09-14 09:45:00,2025-09-14 11:45:00,120,T900000,3760.43,110,1,1,2,5,11,Premium,,Customer satisfied
199900076,Order,upgrade,High,Service migration,Cancelled,Chicago,CHICAGO,IL,42.025389,-87.375872,2025-08-03 11:30:00,2025-08-03 13:30:00,120,T900050,2279.54,149,0,0,,,,Standard,Router_Model_4,Completed successfully
199900077,Order,upgrade,Normal,Service migration,Cancelled,Los Angeles,LOS ANGELES,CA,33.72643,-118.286439,2025-08-06 15:00:00,2025-08-06 15:30:00,30,T900038,4270.56,26,0,0,,,,Premium,Router_Model_8,Equipment replaced
199900078,Trouble,,Low,Service restoration,Completed,San Antonio,SAN ANTONIO,TX,29.691335,-98.42638,2025-10-03 08:30:00,2025-10-03 09:00:00,30,T900054,318.19,36,1,1,1,13,5,Premium,,Issue resolved
199900079,Order,install,Low,GPON equipment setup,Completed,Los Angeles,LOS ANGELES,CA,33.779273,-118.388239,2025-10-22 16:45:00,2025-10-22 17:45:00,60,T900068,743.91,67,0,0,,,,Business,Router_Model_6,Issue resolved
199900080,Order,upgrade,Normal,Service migration,Completed,New York,NEW YORK,NY,40.885304,-74.220457,2025-10-21 13:00:00,2025-10-21 14:30:00,90,T900083,228.03,92,1,1,,,,Business,Router_Model_1,Customer satisfied
199900081,Trouble,,High,Bandwidth upgrade,Cancelled,San Antonio,SAN ANTONIO,TX,29.57957,-98.288977,2025-08-03 12:30:00,2025-08-03 14:00:00,90,T900061,1980.85,98,0,0,9,3,9,Business,,Issue resolved
199900082,Trouble,,Critical,Connectivity diagnosis,Cancelled,Houston,HOUSTON,TX,29.911055,-95.375846,2025-09-13 15:15:00,2025-09-13 15:45:00,30,T900122,466.65,26,1,1,9,1,8,Standard,,Completed successfully
199900083,Trouble,,High,Copper ONT installation,Cancelled,New York,NEW YORK,NY,40.41233,-73.86192,2025-08-02 14:45:00,2025-08-02 16:15:00,90,T900006,54.05,86,1,1,2,18,4,Premium,,Issue resolved
199900084,Trouble,,Low,Service migration,Completed,New York,NEW YORK,NY,40.555033,-74.35799,2025-08-04 13:00:00,2025-08-04 13:30:00,30,T900078,123.2,31,1,0,7,5,10,Standard,,Customer satisfied
199900085,Order,upgrade,Low,Bandwidth upgrade,Cancelled,San Diego,SAN DIEGO,CA,33.028087,-117.477757,2025-10-03 10:00:00,2025-10-03 11:30:00,90,T900097,2515.81,89,1,1,,,,Business,Router_Model_4,Issue resolved
199900086,Order,install,Low,Copper ONT installation,Completed,New York,NEW YORK,NY,40.376715,-73.995103,2025-08-11 12:30:00,2025-08-11 13:00:00,30,T900124,3352.97,37,1,1,,,,Premium,Router_Model_8,Completed successfully
199900087,Trouble,,Normal,Service migration,Completed,Austin,AUSTIN,TX,30.587563,-98.065895,2025-09-04 09:00:00,2025-09-04 11:00:00,120,T900143,91.43,140,1,1,5,7,6,Premium,,Customer satisfied
199900088,Trouble,,High,GPON equipment setup,Cancelled,San Antonio,SAN ANTONIO,TX,29.217745,-98.241562,2025-09-01 16:00:00,2025-09-01 18:00:00,120,T900035,2616.81,151,1,0,8,15,3,Standard,,Issue resolved
199900089,Order,install,Normal,Fiber ONT installation,Completed,New York,NEW YORK,NY,40.766078,-73.791269,2025-09-18 13:15:00,2025-09-18 14:15:00,60,T900052,3604.82,69,1,1,,,,Premium,Router_Model_6,Issue resolved
199900090,Trouble,,Normal,Network troubleshooting,Completed,Houston,HOUSTON,TX,29.759001,-95.428557,2025-09-05 09:30:00,2025-09-05 11:30:00,120,T900004,3597.75,98,1,1,7,10,12,Standard,,Issue resolved
199900091,Trouble,,Low,Service migration,Cancelled,Los Angeles,LOS ANGELES,CA,33.705754,-118.52699,2025-08-21 10:15:00,2025-08-21 12:15:00,120,T900087,5512.46,111,1,1,5,12,11,Standard,,Issue resolved
199900092,Trouble,,Low,GPON equipment setup,Cancelled,Los Angeles,LOS ANGELES,CA,34.196826,-118.154793,2025-10-28 13:30:00,2025-10-28 15:00:00,90,T900136,2734.32,107,1,1,1,6,3,Premium,,Issue resolved
199900093,Order,install,High,Fiber ONT installation,Cancelled,Philadelphia,PHILADELPHIA,PA,40.175213,-75.180256,2025-10-18 13:45:00,2025-10-18 15:45:00,120,T900129,3182.54,96,1,1,,,,Premium,Router_Model_3,Customer satisfied
199900094,Trouble,,Critical,Line repair,Completed,Dallas,DALLAS,TX,32.715776,-96.789747,2025-10-04 08:00:00,2025-10-04 09:00:00,60,T900040,2052.59,65,0,0,9,4,2,Standard,,Completed successfully
199900095,Trouble,,Low,GPON equipment setup,Completed,Philadelphia,PHILADELPHIA,PA,39.734583,-75.519573,2025-09-28 13:45:00,2025-09-28 15:15:00,90,T900136,3532.7,86,0,0,1,5,9,Standard,,Customer satisfied
199900096,Order,install,High,Router installation,Completed,Philadelphia,PHILADELPHIA,PA,40.222689,-75.031552,2025-09-10 09:00:00,2025-09-10 10:00:00,60,T900050,3449.66,64,1,1,,,,Business,Router_Model_9,Equipment replaced
199900097,Order,install,Normal,Router installation,Cancelled,Dallas,DALLAS,TX,33.100689,-96.438698,2025-08-09 11:45:00,2025-08-09 12:15:00,30,T900052,455.14,35,1,1,,,,Business,Router_Model_2,Equipment replaced
199900098,Order,install,Low,Fiber ONT installation,Completed,San Diego,SAN DIEGO,CA,32.812379,-117.492578,2025-08-28 14:30:00,2025-08-28 16:00:00,90,T900146,2523.47,110,0,0,,,,Standard,Router_Model_2,Equipment replaced
199900099,Trouble,,Normal,Connectivity diagnosis,Cancelled,Austin,AUSTIN,TX,30.309734,-98.097609,2025-10-25 13:30:00,2025-10-25 14:30:00,60,T900000,3847.17,76,1,1,10,8,13,Standard,,Completed successfully
199900100,Order,install,Low,GPON equipment setup,Completed,Houston,HOUSTON,TX,29.468075,-95.640689,2025-09-24 09:15:00,2025-09-24 10:45:00,90,T900047,87.12,84,0,0,,,,Premium,Router_Model_5,Completed successfully
199900101,Order,upgrade,High,Bandwidth upgrade,Cancelled,Austin,AUSTIN,TX,30.522315,-97.946557,2025-09-23 08:30:00,2025-09-23 09:30:00,60,T900061,1914.22,73,1,1,,,,Standard,Router_Model_8,Equipment replaced
199900102,Trouble,,Low,GPON equipment setup,Cancelled,San Diego,SAN DIEGO,CA,32.553347,-117.111541,2025-10-28 16:00:00,2025-10-28 16:30:00,30,T900090,2394.68,36,1,1,2,12,12,Business,,Completed successfully
199900103,Order,install,Low,Copper ONT installation,Completed,Philadelphia,PHILADELPHIA,PA,40.310897,-75.415461,2025-09-21 14:45:00,2025-09-21 15:45:00,60,T900108,5448.23,59,1,1,,,,Premium,Router_Model_5,Issue resolved
199900104,Trouble,,Critical,Connectivity diagnosis,Cancelled,San Antonio,SAN ANTONIO,TX,29.282636,-98.627235,2025-09-01 09:45:00,2025-09-01 11:45:00,120,T900064,1952.82,136,1,1,4,1,14,Premium,,Equipment replaced
199900105,Trouble,,Critical,Line repair,Cancelled,Houston,HOUSTON,TX,30.084987,-95.122233,2025-09-05 09:30:00,2025-09-05 11:30:00,120,T900076,3362.54,144,0,0,1,14,14,Premium,,Issue resolved
199900106,Trouble,,Critical,Connectivity diagnosis,Completed,Houston,HOUSTON,TX,30.083004,-95.421386,2025-10-16 11:00:00,2025-10-16 12:30:00,90,T900056,62.42,103,1,1,6,12,4,Premium,,Completed successfully
199900107,Trouble,,Critical,Line repair,Completed,Los Angeles,LOS ANGELES,CA,33.984033,-117.932545,2025-08-25 14:15:00,2025-08-25 15:45:00,90,T900102,2695.47,79,1,1,1,20,1,Premium,,Issue resolved
199900108,Trouble,,Critical,Network troubleshooting,Cancelled,Austin,AUSTIN,TX,30.61597,-97.509239,2025-08-07 10:00:00,2025-08-07 10:30:00,30,T900139,54.07,33,0,0,7,8,8,Premium,,Issue resolved
199900109,Trouble,,High,Network troubleshooting,Cancelled,Austin,AUSTIN,TX,30.140078,-97.716873,2025-08-24 13:45:00,2025-08-24 14:15:00,30,T900022,2672.16,38,1,1,7,15,8,Premium,,Customer satisfied
199900110,Trouble,,Normal,Service restoration,Cancelled,Dallas,DALLAS,TX,33.044234,-96.602711,2025-09-05 13:15:00,2025-09-05 15:15:00,120,T900024,2495.35,139,1,0,8,6,2,Premium,,Completed successfully
199900111,Trouble,,High,Fiber ONT installation,Completed,Houston,HOUSTON,TX,29.710141,-95.17801,2025-08-16 09:00:00,2025-08-16 09:30:00,30,T900053,26.17,34,1,1,3,18,1,Premium,,Equipment replaced
199900112,Trouble,,Low,Connectivity diagnosis,Completed,New York,NEW YORK,NY,40.726787,-73.744292,2025-09-11 12:45:00,2025-09-11 13:15:00,30,T900024,5702.96,26,1,1,9,18,15,Business,,Customer satisfied
199900113,Trouble,,Normal,Router installation,Completed,San Diego,SAN DIEGO,CA,32.674622,-117.299219,2025-08-15 09:45:00,2025-08-15 10:15:00,30,T900100,2492.72,32,0,0,9,1,11,Standard,,Customer satisfied
199900114,Trouble,,Critical,Network troubleshooting,Cancelled,Dallas,DALLAS,TX,32.951495,-96.978297,2025-10-25 14:45:00,2025-10-25 16:45:00,120,T900115,2231.03,98,1,1,7,18,12,Premium,,Completed successfully
199900115,Trouble,,Normal,Router installation,Cancelled,San Diego,SAN DIEGO,CA,32.846366,-116.881489,2025-10-25 15:30:00,2025-10-25 17:00:00,90,T900005,5595.67,114,0,0,4,18,7,Premium,,Completed successfully
199900116,Trouble,,Critical,Line repair,Cancelled,New York,NEW YORK,NY,40.62093,-73.908033,2025-08-19 13:30:00,2025-08-19 15:00:00,90,T900052,3575.75,97,1,0,2,7,7,Business,,Customer satisfied
199900117,Order,install,Critical,GPON equipment setup,Completed,Houston,HOUSTON,TX,29.882911,-95.542352,2025-10-28 16:15:00,2025-10-28 16:45:00,30,T900019,2997.03,29,0,0,,,,Standard,Router_Model_10,Issue resolved
