"Dispatch_id","Ticket_type","Order_type","Priority","Required_skill","Status","City","County","State","Customer_latitude","Customer_longitude","Appointment_start_time","Appointment_end_time","Duration_min","Assigned_technician_id","Distance_km","Actual_duration_min","Productive_dispatch","First_time_fix","Fault_code","Remedy_code","Cause_code","Service_tier","Equipment_installed","Technician_notes"
199990054,Trouble,"",Normal,GPON equipment setup,Cancelled,San Diego,SAN DIEGO,CA,32.898838,-117.48854,"2024-10-18 12:00:00","2024-10-18 13:00:00",60,T900141,2531.47,50,1,1,3,17,8,Premium,"",Equipment replaced
199990055,Order,install,Normal,Copper ONT installation,Cancelled,Dallas,DALLAS,TX,32.449726,-97.030495,"2024-10-20 15:45:00","2024-10-20 16:15:00",30,T900139,334.56,24,1,1,,,,Business,Router_Model_2,Completed successfully
199990056,Order,upgrade,Critical,Equipment upgrade,Cancelled,San Diego,SAN DIEGO,CA,32.588936,-117.23597,"2024-10-14 09:45:00","2024-10-14 11:15:00",90,T900109,13.08,84,0,0,,,,Business,Router_Model_6,Issue resolved
199990057,Trouble,"",Critical,Network troubleshooting,Cancelled,Los Angeles,LOS ANGELES,CA,33.822903,-118.455086,"2024-09-12 10:00:00","2024-09-12 10:30:00",30,T900139,2702.04,27,1,1,1,12,6,Standard,"",Equipment replaced
199990058,Trouble,"",Normal,Copper ONT installation,Cancelled,New York,NEW YORK,NY,40.49139,-73.92487,"2024-09-02 08:15:00","2024-09-02 08:45:00",30,T900125,3436.81,36,1,1,8,13,3,Premium,"",Equipment replaced
199990059,Trouble,"",Critical,Connectivity diagnosis,Cancelled,San Diego,SAN DIEGO,CA,33.058445,-117.29651,"2024-08-04 08:45:00","2024-08-04 10:15:00",90,T900025,179.11,78,1,1,4,7,5,Premium,"",Completed successfully
199990060,Order,install,Critical,Copper ONT installation,Cancelled,Houston,HOUSTON,TX,29.848598,-95.61661,"2024-08-17 09:30:00","2024-08-17 11:00:00",90,T900049,72.36,89,1,1,,,,Business,Router_Model_6,Customer satisfied
199990061,Order,install,High,Copper ONT installation,Cancelled,Chicago,CHICAGO,IL,41.80111,-87.751015,"2024-10-02 13:15:00","2024-10-02 15:15:00",120,T900040,9.97,101,1,1,,,,Premium,Router_Model_3,Completed successfully
199990062,Trouble,"",Critical,Service restoration,Completed,San Antonio,SAN ANTONIO,TX,29.665558,-98.25633,"2024-08-24 14:30:00","2024-08-24 15:30:00",60,T900149,118.13,71,0,0,6,12,4,Business,"",Equipment replaced
199990063,Order,upgrade,High,Equipment upgrade,Cancelled,Los Angeles,LOS ANGELES,CA,33.9556,-118.34959,"2024-09-27 12:30:00","2024-09-27 14:00:00",90,T900096,2733.59,93,0,0,,,,Business,Router_Model_3,Customer satisfied
199990064,Trouble,"",High,Cable maintenance,Completed,Chicago,CHICAGO,IL,41.934826,-87.791626,"2024-08-08 08:00:00","2024-08-08 08:30:00",30,T900119,4311.53,31,0,0,4,14,5,Business,"",Completed successfully
199990065,Order,install,Critical,Router installation,Cancelled,Phoenix,PHOENIX,AZ,33.602394,-112.14782,"2024-08-05 16:15:00","2024-08-05 16:45:00",30,T900026,711.24,27,1,1,,,,Business,Router_Model_5,Completed successfully
199990066,Trouble,"",Critical,Network troubleshooting,Cancelled,San Antonio,SAN ANTONIO,TX,29.3532,-98.743355,"2024-09-27 09:45:00","2024-09-27 10:45:00",60,T900053,426.9,72,1,1,6,1,4,Standard,"",Customer satisfied
199990067,Order,upgrade,High,Equipment upgrade,Cancelled,New York,NEW YORK,NY,40.768085,-73.766335,"2024-10-12 08:15:00","2024-10-12 09:15:00",60,T900059,3606.79,74,0,0,,,,Business,Router_Model_8,Equipment replaced
199990068,Order,upgrade,High,Bandwidth upgrade,Cancelled,Austin,AUSTIN,TX,29.967928,-97.63136,"2024-09-18 10:45:00","2024-09-18 12:15:00",90,T900022,2729.13,80,1,1,,,,Standard,Router_Model_8,Customer satisfied
199990069,Order,upgrade,High,Service migration,Cancelled,Austin,AUSTIN,TX,30.608147,-97.83197,"2024-09-13 14:30:00","2024-09-13 16:00:00",90,T900046,391.86,114,1,1,,,,Standard,Router_Model_7,Customer satisfied
199990070,Order,upgrade,Low,Service migration,Cancelled,Los Angeles,LOS ANGELES,CA,33.86838,-118.47526,"2024-08-03 15:45:00","2024-08-03 16:45:00",60,T900067,765.71,67,1,1,,,,Standard,Router_Model_1,Completed successfully
199990071,Trouble,"",Critical,Service restoration,Cancelled,Philadelphia,PHILADELPHIA,PA,39.79165,-75.04562,"2024-08-20 12:30:00","2024-08-20 14:00:00",90,T900134,3156.85,114,1,0,6,2,4,Business,"",Completed successfully
199990072,Order,upgrade,High,Equipment upgrade,Cancelled,San Diego,SAN DIEGO,CA,32.363716,-117.39725,"2024-09-26 10:00:00","2024-09-26 11:30:00",90,T900004,5770.22,110,1,1,,,,Standard,Router_Model_10,Completed successfully
199990073,Order,install,Normal,GPON equipment setup,Cancelled,Dallas,DALLAS,TX,32.735867,-97.04479,"2024-10-09 08:30:00","2024-10-09 09:30:00",60,T900136,375.42,73,1,1,,,,Business,Router_Model_6,Completed successfully
199990074,Trouble,"",High,Router installation,Cancelled,Chicago,CHICAGO,IL,42.042507,-87.97955,"2024-08-13 16:00:00","2024-08-13 16:30:00",30,T900111,4280.85,29,1,1,2,20,14,Premium,"",Customer satisfied
199990075,Order,upgrade,Low,Bandwidth upgrade,Cancelled,Chicago,CHICAGO,IL,41.97393,-87.890564,"2024-10-04 16:00:00","2024-10-04 18:00:00",120,T900011,1721.99,115,1,1,,,,Standard,Router_Model_2,Equipment replaced
199990076,Order,upgrade,Low,Equipment upgrade,Cancelled,Dallas,DALLAS,TX,32.648132,-96.64027,"2024-09-08 08:30:00","2024-09-08 09:30:00",60,T900119,2305.74,65,1,1,,,,Business,Router_Model_7,Equipment replaced
199990077,Trouble,"",Low,Bandwidth upgrade,Cancelled,Dallas,DALLAS,TX,32.433277,-96.674416,"2024-09-22 11:00:00","2024-09-22 12:30:00",90,T900032,2056.81,95,1,1,5,16,15,Standard,"",Completed successfully
199990078,Trouble,"",Critical,Connectivity diagnosis,Cancelled,New York,NEW YORK,NY,40.706577,-73.74084,"2024-08-06 11:00:00","2024-08-06 12:00:00",60,T900085,250.37,53,0,0,8,18,8,Premium,"",Completed successfully
199990079,Order,upgrade,Critical,Bandwidth upgrade,Cancelled,San Diego,SAN DIEGO,CA,32.88861,-116.978485,"2024-10-27 08:15:00","2024-10-27 09:45:00",90,T900135,2428.75,96,1,1,,,,Standard,Router_Model_7,Customer satisfied
199990080,Order,upgrade,High,Equipment upgrade,Completed,Houston,HOUSTON,TX,29.870668,-95.36297,"2024-10-04 11:45:00","2024-10-04 13:45:00",120,T900118,2742.26,108,1,1,,,,Business,Router_Model_5,Completed successfully
199990081,Order,upgrade,Normal,Service migration,Cancelled,Los Angeles,LOS ANGELES,CA,33.953087,-118.53924,"2024-09-11 13:00:00","2024-09-11 15:00:00",120,T900137,2705.05,119,1,1,,,,Business,Router_Model_1,Equipment replaced
199990082,Trouble,"",Low,Line repair,Completed,New York,NEW YORK,NY,40.80697,-73.68635,"2024-08-20 10:30:00","2024-08-20 11:00:00",30,T900001,58.1,29,0,0,8,11,13,Standard,"",Customer satisfied
199990083,Trouble,"",Normal,Cable maintenance,Completed,Austin,AUSTIN,TX,29.98882,-97.78178,"2024-08-09 10:15:00","2024-08-09 11:45:00",90,T900135,23.96,76,1,1,4,14,2,Business,"",Issue resolved
199990084,Trouble,"",Low,Network support,Cancelled,Chicago,CHICAGO,IL,41.585983,-87.275665,"2024-09-16 12:00:00","2024-09-16 12:30:00",30,T900004,1563.54,27,1,1,9,15,1,Premium,"",Equipment replaced
199990085,Order,upgrade,Normal,Bandwidth upgrade,Cancelled,Houston,HOUSTON,TX,29.503836,-95.44989,"2024-10-26 10:00:00","2024-10-26 11:00:00",60,T900012,3598.38,71,1,1,,,,Business,Router_Model_2,Issue resolved
199990086,Order,install,High,GPON equipment setup,Cancelled,Dallas,DALLAS,TX,33.05258,-96.62502,"2024-10-17 08:00:00","2024-10-17 09:30:00",90,T900005,3353.23,77,0,0,,,,Standard,Router_Model_3,Customer satisfied
199990087,Order,upgrade,Critical,Bandwidth upgrade,Completed,New York,NEW YORK,NY,40.860313,-74.365875,"2024-08-06 12:15:00","2024-08-06 13:15:00",60,T900050,3569.6,54,1,0,,,,Standard,Router_Model_3,Customer satisfied
199990088,Trouble,"",Critical,Network troubleshooting,Completed,San Diego,SAN DIEGO,CA,32.73,-116.98504,"2024-10-14 12:30:00","2024-10-14 14:30:00",120,T900092,2403.57,147,1,1,9,2,2,Standard,"",Completed successfully
199990089,Trouble,"",Critical,Line repair,Completed,Dallas,DALLAS,TX,32.616543,-96.88178,"2024-10-14 14:45:00","2024-10-14 15:15:00",30,T900115,2277.97,26,1,1,4,8,1,Standard,"",Customer satisfied
199990090,Trouble,"",Normal,Network support,Cancelled,Austin,AUSTIN,TX,30.59091,-98.02698,"2024-08-14 13:15:00","2024-08-14 14:45:00",90,T900111,2351.69,86,1,1,9,7,1,Standard,"",Completed successfully
199990091,Trouble,"",Low,Line repair,Cancelled,Austin,AUSTIN,TX,30.19079,-97.630684,"2024-10-26 12:15:00","2024-10-26 12:45:00",30,T900047,281.04,24,1,1,2,19,2,Premium,"",Issue resolved
199990092,Trouble,"",Critical,Service restoration,Cancelled,New York,NEW YORK,NY,40.62676,-73.86551,"2024-09-27 13:15:00","2024-09-27 15:15:00",120,T900147,3810.1,97,0,0,7,12,6,Business,"",Completed successfully
199990093,Order,upgrade,High,Equipment upgrade,Cancelled,Dallas,DALLAS,TX,32.79294,-97.142166,"2024-09-20 09:00:00","2024-09-20 09:30:00",30,T900014,3445.9,38,0,0,,,,Business,Router_Model_5,Customer satisfied
199990094,Order,install,Critical,GPON equipment setup,Completed,New York,NEW YORK,NY,40.527607,-74.16784,"2024-08-07 14:15:00","2024-08-07 14:45:00",30,T900039,1615.33,32,0,0,,,,Premium,Router_Model_4,Completed successfully
199990095,Order,install,High,Fiber ONT installation,Completed,Los Angeles,LOS ANGELES,CA,34.138676,-117.88885,"2024-09-23 16:45:00","2024-09-23 18:15:00",90,T900058,2952.54,96,1,0,,,,Premium,Router_Model_1,Completed successfully
199990096,Order,upgrade,Critical,Bandwidth upgrade,Completed,Philadelphia,PHILADELPHIA,PA,40.257423,-75.47472,"2024-09-03 09:45:00","2024-09-03 11:45:00",120,T900027,5393.57,129,0,0,,,,Premium,Router_Model_4,Completed successfully
199990097,Order,install,Low,Router installation,Completed,Dallas,DALLAS,TX,32.56886,-96.568306,"2024-09-09 09:15:00","2024-09-09 10:45:00",90,T900114,2302.4,85,1,1,,,,Standard,Router_Model_7,Completed successfully
199990098,Trouble,"",Low,Line repair,Cancelled,Dallas,DALLAS,TX,33.039223,-96.48012,"2024-10-25 15:15:00","2024-10-25 16:15:00",60,T900072,1770.42,67,0,0,6,15,1,Standard,"",Issue resolved
199990099,Order,install,High,Router installation,Cancelled,Philadelphia,PHILADELPHIA,PA,39.9558,-75.06085,"2024-08-28 12:45:00","2024-08-28 14:45:00",120,T900061,4839.44,107,1,1,,,,Business,Router_Model_2,Completed successfully
199990100,Order,install,High,Fiber ONT installation,Completed,Chicago,CHICAGO,IL,41.796722,-87.57209,"2024-08-15 12:00:00","2024-08-15 13:30:00",90,T900074,3630.76,105,0,0,,,,Standard,Router_Model_9,Customer satisfied
199990101,Order,upgrade,Low,Service migration,Completed,New York,NEW YORK,NY,40.663387,-73.844124,"2024-08-14 09:30:00","2024-08-14 11:00:00",90,T900146,3782.88,110,1,0,,,,Premium,Router_Model_8,Completed successfully
199990102,Trouble,"",High,Bandwidth upgrade,Completed,Houston,HOUSTON,TX,29.963024,-95.12386,"2024-08-22 16:45:00","2024-08-22 18:15:00",90,T900071,2233.25,89,1,1,6,6,7,Business,"",Customer satisfied
199990103,Trouble,"",Critical,Line repair,Completed,Austin,AUSTIN,TX,30.110056,-97.682945,"2024-08-06 08:00:00","2024-08-06 10:00:00",120,T900016,2743.89,141,1,0,8,4,11,Premium,"",Equipment replaced
199990104,Trouble,"",Critical,Connectivity diagnosis,Completed,San Diego,SAN DIEGO,CA,33.036312,-116.93584,"2024-08-05 11:45:00","2024-08-05 12:45:00",60,T900096,2474.62,70,0,0,7,17,1,Premium,"",Issue resolved
199990105,Order,install,High,Copper ONT installation,Cancelled,Phoenix,PHOENIX,AZ,33.110302,-112.26098,"2024-09-06 15:30:00","2024-09-06 16:00:00",30,T900025,732.3,28,1,1,,,,Premium,Router_Model_7,Issue resolved
199990106,Order,install,Low,Copper ONT installation,Completed,Los Angeles,LOS ANGELES,CA,33.793938,-118.58702,"2024-08-27 11:15:00","2024-08-27 12:45:00",90,T900073,760.25,107,1,0,,,,Standard,Router_Model_4,Completed successfully
199990107,Trouble,"",Critical,Line repair,Cancelled,San Antonio,SAN ANTONIO,TX,29.236416,-98.8152,"2024-09-18 15:45:00","2024-09-18 17:45:00",120,T900071,1904.17,118,1,1,1,7,14,Standard,"",Completed successfully
199990108,Order,upgrade,Low,Equipment upgrade,Cancelled,San Antonio,SAN ANTONIO,TX,29.623844,-98.6488,"2024-08-18 14:00:00","2024-08-18 15:30:00",90,T900022,2654.38,112,1,0,,,,Premium,Router_Model_8,Issue resolved
199990109,Order,install,Low,Fiber ONT installation,Cancelled,Chicago,CHICAGO,IL,41.659157,-87.933586,"2024-08-08 11:30:00","2024-08-08 12:30:00",60,T900055,2131.2,53,0,0,,,,Business,Router_Model_8,Equipment replaced
199990110,Order,install,Critical,GPON equipment setup,Completed,Philadelphia,PHILADELPHIA,PA,39.59573,-75.506546,"2024-09-04 15:15:00","2024-09-04 16:15:00",60,T900143,3463.94,56,0,0,,,,Premium,Router_Model_6,Customer satisfied
199990111,Order,install,Low,GPON equipment setup,Cancelled,Houston,HOUSTON,TX,29.409325,-95.464005,"2024-10-12 15:45:00","2024-10-12 16:15:00",30,T900052,63.59,29,1,1,,,,Premium,Router_Model_4,Issue resolved
199990112,Trouble,"",High,Equipment upgrade,Cancelled,New York,NEW YORK,NY,40.62598,-73.83393,"2024-09-06 15:15:00","2024-09-06 15:45:00",30,T900049,3612.7,25,1,1,4,14,12,Business,"",Customer satisfied
199990113,Order,upgrade,Critical,Equipment upgrade,Cancelled,Phoenix,PHOENIX,AZ,33.151363,-112.119286,"2024-08-13 16:45:00","2024-08-13 18:15:00",90,T900050,2235.73,116,1,1,,,,Standard,Router_Model_1,Customer satisfied
199990114,Order,install,High,Router installation,Cancelled,Dallas,DALLAS,TX,32.999012,-96.65656,"2024-10-09 14:45:00","2024-10-09 16:45:00",120,T900093,584.88,144,1,1,,,,Standard,Router_Model_1,Completed successfully
